RX Date/Time,Packet Cnt(field 1),Status(field 2),IsCameraOn(field 3),IsMotorOn(field 4),IsBuzzerOn(field 5),Accelerometer X(field 6),Accelerometer Y(field 7),Accelerometer Z(field 8),Gyro X(field 9),Gyro Y(field 10),Gyro Z(field 11),Temperature(field 12),Pressure(field 13),Altitude(field 14),Latitude(field 15),Longitude(field 16),Altitude(field 17)
2024/08/08/ 14:13:58::824,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024/08/08/ 14:13:58::912,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024/08/08/ 14:13:58::981,3,0,0,0,0,8.32,-2.95,4.07,1.70,357.19,359.12,0.00,0.00,0.00,0.00,0.00,0.00
2024/08/08/ 14:13:59::344,4,0,0,0,0,8.28,-3.24,4.06,358.95,352.40,357.45,36.02,0.99,67.55,0.00,0.00,0.00
2024/08/08/ 14:14:00::328,5,0,0,0,0,7.80,-3.23,4.72,354.87,352.23,358.88,36.02,0.99,67.55,0.00,0.00,0.00
2024/08/08/ 14:14:01::345,6,0,0,0,0,7.46,-4.21,5.14,354.92,350.04,350.97,36.06,0.99,67.90,0.00,0.00,0.00
2024/08/08/ 14:14:02::335,7,0,0,0,0,6.76,-5.56,4.55,0.81,347.94,348.15,36.09,0.99,67.39,0.00,0.00,0.00
2024/08/08/ 14:14:03::336,8,0,0,0,0,6.75,-6.07,-1.75,54.37,345.34,336.89,36.10,0.99,68.08,0.00,0.00,0.00
2024/08/08/ 14:14:07::005,9,0,0,0,0,-1.31,-7.94,6.59,280.92,332.84,274.92,36.18,0.99,67.58,0.00,0.00,0.00
2024/08/08/ 14:14:08::028,10,0,0,0,0,-0.25,-6.90,7.44,298.88,330.50,271.12,36.18,0.99,67.58,0.00,0.00,0.00
2024/08/08/ 14:14:09::627,11,0,0,0,0,-1.11,-5.21,8.11,295.00,314.62,262.32,36.24,0.99,67.24,0.00,0.00,0.00
2024/08/08/ 14:14:10::631,12,0,0,0,0,-0.27,-0.27,10.12,312.84,279.75,252.85,36.25,0.99,67.76,0.00,0.00,0.00
2024/08/08/ 14:14:11::628,13,0,0,0,0,-0.27,-0.26,10.13,313.94,276.01,253.76,36.25,0.99,67.76,0.00,0.00,0.00
2024/08/08/ 14:14:12::628,14,0,0,0,0,-0.27,-0.28,10.13,314.88,272.54,254.78,36.31,0.99,67.17,0.00,0.00,0.00
2024/08/08/ 14:14:13::625,15,0,0,0,0,-0.29,-0.26,10.14,315.85,268.88,255.64,36.33,0.99,66.75,0.00,0.00,0.00
2024/08/08/ 14:14:14::634,16,0,0,0,0,-0.28,-0.27,10.15,316.85,265.27,256.63,36.33,0.99,66.75,0.00,0.00,0.00
2024/08/08/ 14:14:15::642,17,0,0,0,0,-0.28,-0.28,10.14,317.97,261.55,257.36,36.33,0.99,66.75,0.00,0.00,0.00
2024/08/08/ 14:14:16::635,18,0,0,0,0,-0.29,-0.28,10.11,318.97,258.00,258.32,36.39,0.99,67.01,0.00,0.00,0.00
2024/08/08/ 14:14:17::648,19,0,0,0,0,-0.28,-0.27,10.13,321.06,250.78,260.24,36.40,0.99,66.76,0.00,0.00,0.00
2024/08/08/ 14:14:18::638,20,0,0,0,0,-0.28,-0.27,10.13,322.01,247.26,261.19,36.43,0.99,66.93,0.00,0.00,0.00
2024/08/08/ 14:14:19::641,21,0,0,0,0,-0.28,-0.27,10.13,322.96,243.75,262.08,36.44,0.99,67.87,0.00,0.00,0.00
2024/08/08/ 14:14:20::623,22,0,0,0,0,-0.27,-0.28,10.12,323.98,240.18,263.00,36.46,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:14:21::639,23,0,0,0,0,-0.27,-0.28,10.14,324.88,236.35,264.27,36.48,0.99,67.45,0.00,0.00,0.00
2024/08/08/ 14:14:22::647,24,0,0,0,0,-0.28,-0.27,10.13,325.95,232.63,265.22,36.50,0.99,66.60,0.00,0.00,0.00
2024/08/08/ 14:14:23::637,25,0,0,0,0,-0.28,-0.27,10.15,327.28,227.16,267.66,36.52,0.99,67.37,0.00,0.00,0.00
2024/08/08/ 14:14:24::651,26,0,0,0,0,-0.28,-0.28,10.13,328.17,223.60,268.67,36.52,0.99,67.20,0.00,0.00,0.00
2024/08/08/ 14:14:25::644,27,0,0,0,0,-0.27,-0.28,10.13,330.05,216.56,270.27,36.55,0.99,67.04,0.00,0.00,0.00
2024/08/08/ 14:14:26::641,28,0,0,0,0,-0.28,-0.28,10.13,331.07,212.99,270.91,36.57,0.99,66.62,0.00,0.00,0.00
2024/08/08/ 14:14:27::650,29,0,0,0,0,-0.28,-0.29,10.13,331.90,209.49,271.63,36.59,0.99,66.62,0.00,0.00,0.00
2024/08/08/ 14:14:28::641,30,0,0,0,0,-0.27,-0.29,10.14,332.72,205.87,272.10,36.59,0.99,66.62,0.00,0.00,0.00
2024/08/08/ 14:14:29::653,31,0,0,0,0,-0.28,-0.29,10.14,333.73,202.58,272.72,36.63,0.99,66.88,0.00,0.00,0.00
2024/08/08/ 14:14:30::634,32,0,0,0,0,-0.28,-0.28,10.13,334.69,199.04,273.65,36.63,0.99,67.90,0.00,0.00,0.00
2024/08/08/ 14:14:31::646,33,0,0,0,0,-0.28,-0.28,10.12,335.57,195.30,274.41,36.64,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:14:32::660,34,0,0,0,0,-0.28,-0.28,10.13,337.66,187.90,276.18,36.67,0.99,66.80,0.00,0.00,0.00
2024/08/08/ 14:14:33::651,35,0,0,0,0,-0.27,-0.27,10.14,338.58,184.16,277.11,36.69,0.99,67.15,0.00,0.00,0.00
2024/08/08/ 14:14:34::659,36,0,0,0,0,-0.28,-0.27,10.13,339.37,180.47,277.92,36.71,0.99,66.81,0.00,0.00,0.00
2024/08/08/ 14:14:35::652,37,0,0,0,0,-0.28,-0.28,10.14,340.39,176.97,278.93,36.72,0.99,67.32,0.00,0.00,0.00
2024/08/08/ 14:14:36::658,38,0,0,0,0,-0.29,-0.28,10.13,341.26,173.41,279.76,36.73,0.99,67.33,0.00,0.00,0.00
2024/08/08/ 14:14:37::644,39,0,0,0,0,-0.28,-0.29,10.13,342.27,169.99,280.88,36.75,0.99,67.75,0.00,0.00,0.00
2024/08/08/ 14:14:38::647,40,0,0,0,0,-0.28,-0.28,10.12,343.29,166.40,281.62,36.75,0.99,67.75,0.00,0.00,0.00
2024/08/08/ 14:14:39::666,41,0,0,0,0,-0.28,-0.27,10.13,344.28,162.66,282.39,36.79,0.99,68.02,0.00,0.00,0.00
2024/08/08/ 14:14:40::652,42,0,0,0,0,-0.28,-0.28,10.11,346.39,155.42,283.99,36.78,0.99,68.19,0.00,0.00,0.00
2024/08/08/ 14:14:41::660,43,0,0,0,0,-0.28,-0.27,10.11,347.55,151.83,285.04,36.79,0.99,67.68,0.00,0.00,0.00
2024/08/08/ 14:14:42::657,44,0,0,0,0,-0.28,-0.28,10.11,348.28,148.15,285.77,36.81,0.99,67.85,0.00,0.00,0.00
2024/08/08/ 14:14:43::663,45,0,0,0,0,-0.29,-0.28,10.12,349.02,144.43,286.77,36.83,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:14:44::642,46,0,0,0,0,-0.28,-0.28,10.11,350.05,140.74,287.62,36.83,0.99,67.86,0.00,0.00,0.00
2024/08/08/ 14:14:45::665,47,0,0,0,0,-0.28,-0.28,10.09,350.90,137.21,288.55,36.83,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:14:46::662,48,0,0,0,0,-0.28,-0.28,10.07,351.86,133.50,289.60,36.85,0.99,68.20,0.00,0.00,0.00
2024/08/08/ 14:14:47::657,49,0,0,0,0,-0.29,-0.28,10.11,352.81,129.67,290.44,36.87,0.99,67.35,0.00,0.00,0.00
2024/08/08/ 14:14:48::669,50,0,0,0,0,-0.28,-0.28,10.10,354.89,122.31,292.56,36.88,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:14:49::663,51,0,0,0,0,-0.29,-0.29,10.10,355.94,118.63,293.51,36.88,0.99,67.18,0.00,0.00,0.00
2024/08/08/ 14:14:50::668,52,0,0,0,0,-0.27,-0.28,10.10,356.82,115.31,294.42,36.90,0.99,66.85,0.00,0.00,0.00
2024/08/08/ 14:14:51::663,53,0,0,0,0,-0.28,-0.28,10.10,357.61,111.56,295.30,36.90,0.99,66.85,0.00,0.00,0.00
2024/08/08/ 14:14:52::684,54,0,0,0,0,-0.28,-0.28,10.11,358.60,107.88,296.20,36.91,0.99,68.04,0.00,0.00,0.00
2024/08/08/ 14:14:53::668,55,0,0,0,0,-0.26,-0.02,10.12,359.55,104.46,299.39,36.91,0.99,67.02,0.00,0.00,0.00
2024/08/08/ 14:14:54::663,56,0,0,0,0,-0.63,-0.51,10.50,354.99,101.08,308.94,36.92,0.99,67.79,0.00,0.00,0.00
2024/08/08/ 14:14:55::656,57,0,0,0,0,-0.78,-0.39,9.99,358.14,95.85,339.54,36.94,0.99,67.79,0.00,0.00,0.00
2024/08/08/ 14:14:56::641,58,0,0,0,0,-2.36,-0.41,9.59,344.50,91.98,7.00,36.94,0.99,67.79,0.00,0.00,0.00
2024/08/08/ 14:14:57::644,59,0,0,0,0,-3.04,2.18,9.36,342.69,72.87,0.49,36.95,0.99,68.05,0.00,0.00,0.00
2024/08/08/ 14:14:58::626,60,0,0,0,0,-2.37,0.15,9.86,355.43,78.61,1.19,36.95,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:14:59::625,61,0,0,0,0,-0.34,-0.28,10.11,4.23,76.79,2.84,36.96,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:15:00::635,62,0,0,0,0,-0.29,-0.33,10.11,5.21,73.02,4.15,36.95,0.99,67.03,0.00,0.00,0.00
2024/08/08/ 14:15:01::618,63,0,0,0,0,-0.37,-0.22,10.08,6.05,69.45,18.66,36.96,0.99,67.80,0.00,0.00,0.00
2024/08/08/ 14:15:02::618,64,0,0,0,0,-0.43,-0.23,9.99,7.09,66.01,27.44,36.98,0.99,67.46,0.00,0.00,0.00
2024/08/08/ 14:15:03::626,65,0,0,0,0,-0.33,-0.25,10.11,8.06,62.24,29.34,36.97,0.99,67.20,0.00,0.00,0.00
2024/08/08/ 14:15:04::618,66,0,0,0,0,-0.34,-0.25,10.10,8.96,58.41,30.04,36.97,0.99,67.29,0.00,0.00,0.00
2024/08/08/ 14:15:05::626,67,0,0,0,0,-0.41,-0.33,10.12,10.56,54.30,26.03,36.98,0.99,67.38,0.00,0.00,0.00
2024/08/08/ 14:15:06::616,68,0,0,0,0,0.00,3.45,7.23,32.01,24.37,111.43,37.03,0.99,68.24,0.00,0.00,0.00
2024/08/08/ 14:15:07::623,69,0,0,0,0,2.59,7.11,6.41,46.43,353.86,105.85,37.03,0.99,68.24,0.00,0.00,0.00
2024/08/08/ 14:15:08::617,70,0,0,0,0,5.21,6.81,5.34,38.27,346.16,90.22,37.04,0.99,67.56,0.00,0.00,0.00
2024/08/08/ 14:15:09::619,71,0,0,0,0,4.38,7.44,4.43,35.47,330.53,91.59,37.07,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:15:10::626,72,0,0,0,0,5.44,6.91,4.41,18.75,315.52,76.83,37.08,0.99,67.57,0.00,0.00,0.00
2024/08/08/ 14:15:11::623,73,0,0,0,0,5.44,6.84,4.38,20.82,313.11,77.49,37.10,0.99,67.91,0.00,0.00,0.00
2024/08/08/ 14:15:12::614,74,0,0,0,0,5.47,6.69,4.41,19.96,309.37,74.28,37.11,0.99,66.72,0.00,0.00,0.00
2024/08/08/ 14:15:13::624,75,0,0,0,0,5.82,6.25,4.63,19.77,306.11,71.90,37.12,0.99,67.41,0.00,0.00,0.00
2024/08/08/ 14:15:14::611,76,0,0,0,0,6.19,5.63,4.93,19.48,298.92,68.51,37.14,0.99,68.77,0.00,0.00,0.00
2024/08/08/ 14:15:15::623,77,0,0,0,0,5.41,6.43,5.42,13.99,295.68,85.68,37.16,0.99,66.05,0.00,0.00,0.00
2024/08/08/ 14:15:16::614,78,0,0,0,0,-1.05,7.37,6.36,9.78,296.65,122.65,37.18,0.99,67.67,0.00,0.00,0.00
2024/08/08/ 14:15:17::623,79,0,0,0,0,-5.40,5.14,6.91,9.26,298.27,165.04,37.19,0.99,67.76,0.00,0.00,0.00
2024/08/08/ 14:15:18::629,80,0,0,0,0,-7.45,0.51,7.07,14.44,296.25,204.67,37.22,0.99,67.68,0.00,0.00,0.00
2024/08/08/ 14:15:19::613,81,0,0,0,0,-5.46,-2.51,7.75,16.48,284.57,239.54,37.23,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:15:20::626,82,0,0,0,0,-5.26,-5.97,5.87,6.15,288.55,264.13,37.26,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:15:21::619,83,0,0,0,0,-1.91,-8.05,6.12,9.03,283.72,300.14,37.26,0.99,68.21,0.00,0.00,0.00
2024/08/08/ 14:15:22::629,84,0,0,0,0,2.52,-7.76,5.63,13.99,280.30,327.91,37.27,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:15:23::617,85,0,0,0,0,6.90,-4.80,4.89,24.86,279.80,0.66,37.30,0.99,67.36,0.00,0.00,0.00
2024/08/08/ 14:15:24::629,86,0,0,0,0,7.21,-4.13,5.75,11.73,269.35,12.79,37.31,0.99,66.94,0.00,0.00,0.00
2024/08/08/ 14:15:25::621,87,0,0,0,0,3.85,3.45,8.36,352.87,250.77,58.36,37.31,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:15:26::627,88,0,0,0,0,2.70,3.91,8.60,352.66,247.37,66.96,37.31,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:15:27::617,89,0,0,0,0,2.49,3.34,9.09,351.72,249.07,67.33,37.33,0.99,66.94,0.00,0.00,0.00
2024/08/08/ 14:15:28::623,90,0,0,0,0,2.54,2.39,9.38,352.56,250.55,65.59,37.31,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:15:29::598,91,0,0,0,0,-0.11,3.16,9.66,347.00,246.53,92.32,37.33,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:15:30::588,92,0,0,0,0,0.27,3.26,9.48,352.17,243.32,85.73,37.33,0.99,67.97,0.00,0.00,0.00
2024/08/08/ 14:15:31::585,93,0,0,0,0,4.88,1.18,8.52,15.49,250.42,71.16,37.33,0.99,67.54,0.00,0.00,0.00
2024/08/08/ 14:15:32::571,94,0,0,0,0,3.70,2.43,9.24,330.32,191.02,359.80,37.35,0.99,67.54,0.00,0.00,0.00
2024/08/08/ 14:15:33::569,95,0,0,0,0,4.97,3.83,7.84,323.15,176.01,336.19,37.36,0.99,67.63,0.00,0.00,0.00
2024/08/08/ 14:15:34::578,96,0,0,0,0,3.52,2.43,9.13,317.72,166.17,314.14,37.38,0.99,67.64,0.00,0.00,0.00
2024/08/08/ 14:15:35::568,97,0,0,0,0,3.83,3.74,8.27,309.44,143.06,285.52,37.36,0.99,67.63,0.00,0.00,0.00
2024/08/08/ 14:15:36::558,98,0,0,0,0,4.58,3.19,9.03,309.78,139.40,282.65,37.35,0.99,67.20,0.00,0.00,0.00
2024/08/08/ 14:15:37::543,99,0,0,0,0,4.04,2.73,6.55,316.57,143.36,296.47,37.38,0.99,67.30,0.00,0.00,0.00
2024/08/08/ 14:15:38::559,100,0,0,0,0,5.97,2.91,9.08,316.26,141.47,298.28,37.39,0.99,67.81,0.00,0.00,0.00
2024/08/08/ 14:15:39::538,101,0,0,0,0,3.97,3.61,7.55,310.60,132.49,296.74,37.41,0.99,67.39,0.00,0.00,0.00
2024/08/08/ 14:15:40::537,102,0,0,0,0,2.29,5.26,8.73,318.78,129.40,330.48,37.42,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:15:41::550,103,0,0,0,0,4.39,3.00,7.55,323.73,132.35,312.21,37.42,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:15:42::541,104,0,0,0,0,4.24,3.76,9.36,321.43,122.77,303.43,37.40,0.99,67.30,0.00,0.00,0.00
2024/08/08/ 14:15:43::542,105,0,0,0,0,3.55,2.43,7.77,318.73,116.87,298.47,37.39,0.99,67.81,0.00,0.00,0.00
2024/08/08/ 14:15:44::530,106,0,0,0,0,2.89,3.45,9.42,320.51,124.18,316.97,37.39,0.99,67.81,0.00,0.00,0.00
2024/08/08/ 14:15:45::525,107,0,0,0,0,2.73,1.92,9.20,321.33,132.24,342.64,37.42,0.99,67.30,0.00,0.00,0.00
2024/08/08/ 14:15:46::541,108,0,0,0,0,-0.08,-0.13,9.94,308.54,140.82,348.17,37.42,0.99,68.67,0.00,0.00,0.00
2024/08/08/ 14:15:47::534,109,0,0,0,0,-0.79,-0.85,10.62,311.15,137.19,12.33,37.42,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:15:48::535,110,0,0,0,0,-0.29,-0.74,9.96,312.71,135.10,16.02,37.41,0.99,67.73,0.00,0.00,0.00
2024/08/08/ 14:15:49::530,111,0,0,0,0,-0.39,-0.39,10.10,315.10,130.06,19.13,37.42,0.99,67.14,0.00,0.00,0.00
2024/08/08/ 14:15:50::533,112,0,0,0,0,-0.40,-0.32,10.11,317.25,122.41,20.61,37.41,0.99,67.39,0.00,0.00,0.00
2024/08/08/ 14:15:51::521,113,0,0,0,0,-0.41,-0.32,10.11,318.29,118.76,21.43,37.42,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:15:52::529,114,0,0,0,0,-0.41,-0.32,10.10,319.32,115.19,22.32,37.42,0.99,66.96,0.00,0.00,0.00
2024/08/08/ 14:15:53::525,115,0,0,0,0,-0.41,-0.29,10.12,320.35,111.73,23.34,37.42,0.99,67.14,0.00,0.00,0.00
2024/08/08/ 14:15:54::539,116,0,0,0,0,-0.44,-0.36,10.06,320.94,108.53,23.95,37.41,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:15:55::520,117,0,0,0,0,-0.43,-0.30,10.08,321.48,105.86,20.29,37.33,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:15:56::523,118,0,0,0,0,-0.34,-0.35,10.06,322.50,102.08,19.78,37.29,0.99,68.30,0.00,0.00,0.00
2024/08/08/ 14:15:57::520,119,0,0,0,0,-0.31,-0.41,10.00,322.92,98.93,23.79,37.23,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:15:58::537,120,0,0,0,0,-0.44,-0.32,10.01,324.65,91.66,26.38,37.23,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:15:59::517,121,0,0,0,0,-0.47,-0.38,10.03,325.75,87.92,28.01,37.23,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:16:00::524,122,0,0,0,0,-0.40,-0.36,9.95,326.66,84.71,28.94,37.23,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:16:01::517,123,0,0,0,0,-0.47,-0.38,9.99,327.70,81.30,29.23,37.03,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:16:02::530,124,0,0,0,0,-0.46,-0.27,10.00,328.75,77.88,29.94,37.03,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:16:03::522,125,0,0,0,0,-0.40,-0.29,10.03,331.97,75.33,30.68,36.97,0.99,67.20,0.00,0.00,0.00
2024/08/08/ 14:16:04::530,126,0,0,0,0,-0.40,-0.35,10.03,332.97,71.74,31.30,37.02,0.99,66.36,0.00,0.00,0.00
2024/08/08/ 14:16:05::524,127,0,0,0,0,-0.43,-0.34,10.08,333.77,68.46,31.10,37.05,0.99,66.71,0.00,0.00,0.00
2024/08/08/ 14:16:06::535,128,0,0,0,0,1.70,-1.27,10.51,339.61,70.66,43.24,37.09,0.99,67.40,0.00,0.00,0.00
2024/08/08/ 14:16:07::525,129,0,0,0,0,1.34,-0.06,9.85,341.33,53.76,300.16,37.07,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:16:08::532,130,0,0,0,0,2.86,-2.22,9.68,358.86,55.06,229.62,37.09,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:16:09::522,131,0,0,0,0,4.11,-5.61,6.95,14.91,70.82,229.46,37.11,0.99,67.74,0.00,0.00,0.00
2024/08/08/ 14:16:10::518,132,0,0,0,0,3.00,-6.61,6.56,357.64,83.91,237.73,37.11,0.99,66.89,0.00,0.00,0.00
2024/08/08/ 14:16:11::534,133,0,0,0,0,4.68,-6.34,6.33,331.61,95.02,269.18,37.13,0.99,67.66,0.00,0.00,0.00
2024/08/08/ 14:16:12::524,134,0,0,0,0,3.81,-5.96,7.13,321.45,92.37,284.18,37.12,0.99,67.41,0.00,0.00,0.00
2024/08/08/ 14:16:13::538,135,0,0,0,0,4.88,-5.42,7.07,326.12,91.92,290.24,37.15,0.99,67.24,0.00,0.00,0.00
2024/08/08/ 14:16:14::518,136,0,0,0,0,4.76,-5.51,6.57,326.41,88.77,290.40,37.16,0.99,66.73,0.00,0.00,0.00
2024/08/08/ 14:16:15::540,137,0,0,0,0,5.19,-5.62,6.21,329.15,83.50,294.74,37.18,0.99,67.33,0.00,0.00,0.00
2024/08/08/ 14:16:16::524,138,0,0,0,0,5.30,-5.59,6.24,331.80,79.69,295.03,37.20,0.99,66.91,0.00,0.00,0.00
2024/08/08/ 14:16:17::529,139,0,0,0,0,5.58,-5.72,5.89,334.49,77.18,296.66,37.21,0.99,67.08,0.00,0.00,0.00
2024/08/08/ 14:16:18::527,140,0,0,0,0,5.70,-5.72,5.75,335.14,73.92,298.44,37.22,0.99,67.51,0.00,0.00,0.00
2024/08/08/ 14:16:19::534,141,0,0,0,0,5.76,-5.62,5.55,338.94,71.21,299.11,37.25,0.99,66.41,0.00,0.00,0.00
2024/08/08/ 14:16:20::526,142,0,0,0,0,6.33,-5.83,4.79,346.27,71.85,300.95,37.26,0.99,67.27,0.00,0.00,0.00
2024/08/08/ 14:16:21::535,143,0,0,0,0,6.55,-5.88,4.15,347.79,70.48,303.39,37.26,0.99,67.44,0.00,0.00,0.00
2024/08/08/ 14:16:22::528,144,0,0,0,0,6.64,-6.07,3.88,348.63,68.61,303.75,37.29,0.99,67.70,0.00,0.00,0.00
2024/08/08/ 14:16:23::547,145,0,0,0,0,6.69,-6.14,3.67,350.00,67.32,305.68,37.30,0.99,67.45,0.00,0.00,0.00
2024/08/08/ 14:16:24::529,146,0,0,0,0,6.96,-5.81,3.40,354.62,58.21,309.02,37.30,0.99,67.36,0.00,0.00,0.00
2024/08/08/ 14:16:25::532,147,0,0,0,0,7.02,-5.67,3.64,355.83,54.34,309.95,37.32,0.99,67.79,0.00,0.00,0.00
2024/08/08/ 14:16:26::524,148,0,0,0,0,7.03,-5.84,3.53,356.98,51.03,310.69,37.32,0.99,66.43,0.00,0.00,0.00
2024/08/08/ 14:16:27::520,149,0,0,0,0,6.49,-6.47,3.02,356.07,57.87,307.69,37.33,0.99,66.94,0.00,0.00,0.00
2024/08/08/ 14:16:28::525,150,0,0,0,0,6.49,-7.02,1.53,5.29,55.81,306.87,37.31,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:16:29::528,151,0,0,0,0,6.46,-7.35,1.26,9.68,51.25,308.03,37.33,0.99,66.86,0.00,0.00,0.00
2024/08/08/ 14:16:30::541,152,0,0,0,0,6.67,-7.08,1.32,10.58,46.82,309.10,37.33,0.99,66.86,0.00,0.00,0.00
2024/08/08/ 14:16:31::523,153,0,0,0,0,6.39,-7.20,1.19,12.21,43.58,308.98,37.33,0.99,66.86,0.00,0.00,0.00
2024/08/08/ 14:16:32::536,154,0,0,0,0,6.03,-7.43,0.84,15.33,36.56,308.73,37.34,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:16:33::528,155,0,0,0,0,6.14,-7.54,0.81,18.08,32.91,308.22,37.34,0.99,67.03,0.00,0.00,0.00
2024/08/08/ 14:16:34::534,156,0,0,0,0,6.11,-7.67,0.86,20.03,29.19,309.16,37.32,0.99,66.34,0.00,0.00,0.00
2024/08/08/ 14:16:35::518,157,0,0,0,0,5.82,-7.71,0.81,19.15,25.92,309.14,37.34,0.99,68.05,0.00,0.00,0.00
2024/08/08/ 14:16:36::540,158,0,0,0,0,8.86,-4.57,1.81,8.68,24.98,349.74,37.34,0.99,66.77,0.00,0.00,0.00
2024/08/08/ 14:16:37::527,159,0,0,0,0,6.85,7.57,2.19,11.35,18.29,66.31,37.31,0.99,66.85,0.00,0.00,0.00
2024/08/08/ 14:16:38::539,160,0,0,0,0,-5.96,6.49,3.15,9.41,7.80,151.06,37.30,0.99,67.19,0.00,0.00,0.00
2024/08/08/ 14:16:39::522,161,0,0,0,0,-9.66,-1.10,1.70,8.81,6.52,200.34,37.31,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:16:40::530,162,0,0,0,0,-9.30,-4.18,1.88,10.00,7.53,211.74,37.32,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:16:41::539,163,0,0,0,0,-3.71,-9.04,1.45,8.23,359.71,257.44,37.34,0.99,68.14,0.00,0.00,0.00
2024/08/08/ 14:16:42::535,164,0,0,0,0,-3.33,-9.39,1.51,6.29,353.77,260.55,37.33,0.99,67.54,0.00,0.00,0.00
2024/08/08/ 14:16:43::544,165,0,0,0,0,-3.60,-9.28,0.66,9.01,356.55,258.32,37.31,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:16:44::527,166,0,0,0,0,-3.67,-9.27,0.69,10.62,354.82,259.05,37.30,0.99,67.45,0.00,0.00,0.00
2024/08/08/ 14:16:45::540,167,0,0,0,0,-3.50,-9.31,-0.01,11.99,353.73,263.60,37.31,0.99,68.30,0.00,0.00,0.00
2024/08/08/ 14:16:46::550,168,0,0,0,0,-2.95,-9.66,-0.28,10.18,351.01,271.39,37.29,0.99,66.93,0.00,0.00,0.00
2024/08/08/ 14:16:47::540,169,0,0,0,0,-1.25,-9.86,-0.62,16.78,349.44,278.14,37.29,0.99,68.38,0.00,0.00,0.00
2024/08/08/ 14:16:48::542,170,0,0,0,0,-1.31,-9.64,0.03,20.80,343.03,276.58,37.27,0.99,67.95,0.00,0.00,0.00
2024/08/08/ 14:16:49::541,171,0,0,0,0,-1.56,-9.85,0.09,46.20,337.81,278.22,37.30,0.99,66.42,0.00,0.00,0.00
2024/08/08/ 14:16:50::542,172,0,0,0,0,-2.53,-9.61,1.00,41.91,332.43,270.98,37.28,0.99,67.78,0.00,0.00,0.00
2024/08/08/ 14:16:51::542,173,0,0,0,0,-3.31,-9.24,0.37,41.96,325.87,269.48,37.28,0.99,68.13,0.00,0.00,0.00
2024/08/08/ 14:16:52::539,174,0,0,0,0,-3.28,-9.44,1.19,48.52,323.64,270.97,37.26,0.99,68.29,0.00,0.00,0.00
2024/08/08/ 14:16:53::549,175,0,0,0,0,-3.27,-9.42,0.80,52.29,323.23,270.14,37.26,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:16:54::539,176,0,0,0,0,-2.91,-9.51,0.18,41.14,320.87,275.99,37.26,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:16:55::541,177,0,0,0,0,-2.93,-9.37,-0.43,38.94,319.31,273.95,37.26,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:16:56::546,178,0,0,0,0,-3.26,-9.44,-0.55,50.90,319.25,274.67,37.26,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:16:57::536,179,0,0,0,0,-3.34,-9.40,-0.20,56.20,316.75,275.75,37.11,0.99,68.43,0.00,0.00,0.00
2024/08/08/ 14:16:58::534,180,0,0,0,0,-3.87,-9.02,-0.07,62.37,313.36,275.11,37.11,0.99,68.43,0.00,0.00,0.00
